globalSlot,batchFile,sheetSlot,itemIndex,itemName,variant,output,exists,family,subfamily,tradeRole,reviewStatus,reviewNotes,tokens
2795,items-2751-2800.json,45,1256,scarce hydrataur,one,seafood/scarce_hydrataur.png,yes,seafood,monster_parts,finished,,,scarce_hydrataur scarce hydrataur scarce hydrataur seafood monster_parts finished common basket fresh monster_parts aquatics seafood finished one few many crafted common
2796,items-2751-2800.json,46,1256,scarce hydrataur,few,seafood/scarce_hydrataur_few.png,yes,seafood,monster_parts,finished,,,scarce_hydrataur scarce hydrataur scarce hydrataur seafood monster_parts finished common basket fresh monster_parts aquatics seafood finished one few many crafted common
2797,items-2751-2800.json,47,1256,scarce hydrataur,many,seafood/scarce_hydrataur_many.png,yes,seafood,monster_parts,finished,,,scarce_hydrataur scarce hydrataur scarce hydrataur seafood monster_parts finished common basket fresh monster_parts aquatics seafood finished one few many crafted common
2798,items-2751-2800.json,48,1257,tidefolk aquamancer,one,seafood/tidefolk_aquamancer.png,yes,seafood,monster_parts,finished,,,tidefolk_aquamancer tidefolk aquamancer tidefolk aquamancer seafood monster_parts finished common basket fresh monster_parts aquatics tidefolk seafood finished one few many crafted
2799,items-2751-2800.json,49,1257,tidefolk aquamancer,few,seafood/tidefolk_aquamancer_few.png,yes,seafood,monster_parts,finished,,,tidefolk_aquamancer tidefolk aquamancer tidefolk aquamancer seafood monster_parts finished common basket fresh monster_parts aquatics tidefolk seafood finished one few many crafted
2800,items-2751-2800.json,50,1257,tidefolk aquamancer,many,seafood/tidefolk_aquamancer_many.png,yes,seafood,monster_parts,finished,,,tidefolk_aquamancer tidefolk aquamancer tidefolk aquamancer seafood monster_parts finished common basket fresh monster_parts aquatics tidefolk seafood finished one few many crafted
2801,items-2801-2850.json,1,1258,tidefolk avatar,one,seafood/tidefolk_avatar.png,yes,seafood,monster_parts,finished,,,tidefolk_avatar tidefolk avatar tidefolk avatar seafood monster_parts finished common basket fresh monster_parts aquatics tidefolk seafood finished one few many crafted
2802,items-2801-2850.json,2,1258,tidefolk avatar,few,seafood/tidefolk_avatar_few.png,yes,seafood,monster_parts,finished,,,tidefolk_avatar tidefolk avatar tidefolk avatar seafood monster_parts finished common basket fresh monster_parts aquatics tidefolk seafood finished one few many crafted
2803,items-2801-2850.json,3,1258,tidefolk avatar,many,seafood/tidefolk_avatar_many.png,yes,seafood,monster_parts,finished,,,tidefolk_avatar tidefolk avatar tidefolk avatar seafood monster_parts finished common basket fresh monster_parts aquatics tidefolk seafood finished one few many crafted
2804,items-2801-2850.json,4,1259,tidefolk commoner,one,seafood/tidefolk_commoner.png,yes,seafood,monster_parts,finished,,,tidefolk_commoner tidefolk commoner tidefolk commoner seafood monster_parts finished common basket fresh monster_parts aquatics tidefolk seafood finished one few many crafted
2805,items-2801-2850.json,5,1259,tidefolk commoner,few,seafood/tidefolk_commoner_few.png,yes,seafood,monster_parts,finished,,,tidefolk_commoner tidefolk commoner tidefolk commoner seafood monster_parts finished common basket fresh monster_parts aquatics tidefolk seafood finished one few many crafted
2806,items-2801-2850.json,6,1259,tidefolk commoner,many,seafood/tidefolk_commoner_many.png,yes,seafood,monster_parts,finished,,,tidefolk_commoner tidefolk commoner tidefolk commoner seafood monster_parts finished common basket fresh monster_parts aquatics tidefolk seafood finished one few many crafted
2807,items-2801-2850.json,7,1260,tidefolk fighter,one,seafood/tidefolk_fighter.png,yes,seafood,monster_parts,finished,,,tidefolk_fighter tidefolk fighter tidefolk fighter seafood monster_parts finished common basket fresh monster_parts aquatics tidefolk seafood finished one few many crafted
2808,items-2801-2850.json,8,1260,tidefolk fighter,few,seafood/tidefolk_fighter_few.png,yes,seafood,monster_parts,finished,,,tidefolk_fighter tidefolk fighter tidefolk fighter seafood monster_parts finished common basket fresh monster_parts aquatics tidefolk seafood finished one few many crafted
2809,items-2801-2850.json,9,1260,tidefolk fighter,many,seafood/tidefolk_fighter_many.png,yes,seafood,monster_parts,finished,,,tidefolk_fighter tidefolk fighter tidefolk fighter seafood monster_parts finished common basket fresh monster_parts aquatics tidefolk seafood finished one few many crafted
2810,items-2801-2850.json,10,1261,tidefolk impaler,one,maritime/tidefolk_impaler.png,yes,maritime,monster_parts,finished,,,tidefolk_impaler tidefolk impaler tidefolk impaler maritime monster_parts finished common crate none monster_parts aquatics tidefolk maritime finished one few many crafted
2811,items-2801-2850.json,11,1261,tidefolk impaler,few,maritime/tidefolk_impaler_few.png,yes,maritime,monster_parts,finished,,,tidefolk_impaler tidefolk impaler tidefolk impaler maritime monster_parts finished common crate none monster_parts aquatics tidefolk maritime finished one few many crafted
2812,items-2801-2850.json,12,1261,tidefolk impaler,many,maritime/tidefolk_impaler_many.png,yes,maritime,monster_parts,finished,,,tidefolk_impaler tidefolk impaler tidefolk impaler maritime monster_parts finished common crate none monster_parts aquatics tidefolk maritime finished one few many crafted
2813,items-2801-2850.json,13,1262,tidefolk javelineer,one,seafood/tidefolk_javelineer.png,yes,seafood,monster_parts,finished,,,tidefolk_javelineer tidefolk javelineer tidefolk javelineer seafood monster_parts finished common basket fresh monster_parts aquatics tidefolk seafood finished one few many crafted
2814,items-2801-2850.json,14,1262,tidefolk javelineer,few,seafood/tidefolk_javelineer_few.png,yes,seafood,monster_parts,finished,,,tidefolk_javelineer tidefolk javelineer tidefolk javelineer seafood monster_parts finished common basket fresh monster_parts aquatics tidefolk seafood finished one few many crafted
2815,items-2801-2850.json,15,1262,tidefolk javelineer,many,seafood/tidefolk_javelineer_many.png,yes,seafood,monster_parts,finished,,,tidefolk_javelineer tidefolk javelineer tidefolk javelineer seafood monster_parts finished common basket fresh monster_parts aquatics tidefolk seafood finished one few many crafted
2816,items-2801-2850.json,16,1263,fishwoman,one,seafood/fishwoman.png,yes,seafood,monster_parts,finished,,,fishwoman fishwoman fishwoman seafood monster_parts finished common basket fresh monster_parts aquatics seafood finished one few many crafted common
2817,items-2801-2850.json,17,1263,fishwoman,few,seafood/fishwoman_few.png,yes,seafood,monster_parts,finished,,,fishwoman fishwoman fishwoman seafood monster_parts finished common basket fresh monster_parts aquatics seafood finished one few many crafted common
2818,items-2801-2850.json,18,1263,fishwoman,many,seafood/fishwoman_many.png,yes,seafood,monster_parts,finished,,,fishwoman fishwoman fishwoman seafood monster_parts finished common basket fresh monster_parts aquatics seafood finished one few many crafted common
2819,items-2801-2850.json,19,1264,fishman,one,seafood/fishman.png,yes,seafood,monster_parts,finished,,,fishman fishman fishman seafood monster_parts finished common basket fresh monster_parts aquatics seafood finished one few many crafted common
2820,items-2801-2850.json,20,1264,fishman,few,seafood/fishman_few.png,yes,seafood,monster_parts,finished,,,fishman fishman fishman seafood monster_parts finished common basket fresh monster_parts aquatics seafood finished one few many crafted common
2821,items-2801-2850.json,21,1264,fishman,many,seafood/fishman_many.png,yes,seafood,monster_parts,finished,,,fishman fishman fishman seafood monster_parts finished common basket fresh monster_parts aquatics seafood finished one few many crafted common
2822,items-2801-2850.json,22,1265,reef serpent,one,seafood/reef_serpent.png,yes,seafood,monster_parts,finished,,,reef_serpent reef serpent reef serpent seafood monster_parts finished common basket fresh monster_parts aquatics reef_serpent seafood finished one few many crafted
2823,items-2801-2850.json,23,1265,reef serpent,few,seafood/reef_serpent_few.png,yes,seafood,monster_parts,finished,,,reef_serpent reef serpent reef serpent seafood monster_parts finished common basket fresh monster_parts aquatics reef_serpent seafood finished one few many crafted
2824,items-2801-2850.json,24,1265,reef serpent,many,seafood/reef_serpent_many.png,yes,seafood,monster_parts,finished,,,reef_serpent reef serpent reef serpent seafood monster_parts finished common basket fresh monster_parts aquatics reef_serpent seafood finished one few many crafted
2825,items-2801-2850.json,25,1266,reef serpent mage,one,seafood/reef_serpent_mage.png,yes,seafood,monster_parts,finished,,,reef_serpent_mage reef serpent mage reef serpent mage seafood monster_parts finished common basket fresh monster_parts aquatics reef_serpent seafood finished one few many crafted
2826,items-2801-2850.json,26,1266,reef serpent mage,few,seafood/reef_serpent_mage_few.png,yes,seafood,monster_parts,finished,,,reef_serpent_mage reef serpent mage reef serpent mage seafood monster_parts finished common basket fresh monster_parts aquatics reef_serpent seafood finished one few many crafted
2827,items-2801-2850.json,27,1266,reef serpent mage,many,seafood/reef_serpent_mage_many.png,yes,seafood,monster_parts,finished,,,reef_serpent_mage reef serpent mage reef serpent mage seafood monster_parts finished common basket fresh monster_parts aquatics reef_serpent seafood finished one few many crafted
2828,items-2801-2850.json,28,1267,reef serpent ritualist,one,seafood/reef_serpent_ritualist.png,yes,seafood,monster_parts,finished,,,reef_serpent_ritualist reef serpent ritualist reef serpent ritualist seafood monster_parts finished common basket fresh monster_parts aquatics reef_serpent seafood finished one few many crafted
2829,items-2801-2850.json,29,1267,reef serpent ritualist,few,seafood/reef_serpent_ritualist_few.png,yes,seafood,monster_parts,finished,,,reef_serpent_ritualist reef serpent ritualist reef serpent ritualist seafood monster_parts finished common basket fresh monster_parts aquatics reef_serpent seafood finished one few many crafted
2830,items-2801-2850.json,30,1267,reef serpent ritualist,many,seafood/reef_serpent_ritualist_many.png,yes,seafood,monster_parts,finished,,,reef_serpent_ritualist reef serpent ritualist reef serpent ritualist seafood monster_parts finished common basket fresh monster_parts aquatics reef_serpent seafood finished one few many crafted
2831,items-2801-2850.json,31,1268,reef serpent sharpshooter,one,seafood/reef_serpent_sharpshooter.png,yes,seafood,monster_parts,finished,,,reef_serpent_sharpshooter reef serpent sharpshooter reef serpent sharpshooter seafood monster_parts finished common basket fresh monster_parts aquatics reef_serpent seafood finished one few many crafted
2832,items-2801-2850.json,32,1268,reef serpent sharpshooter,few,seafood/reef_serpent_sharpshooter_few.png,yes,seafood,monster_parts,finished,,,reef_serpent_sharpshooter reef serpent sharpshooter reef serpent sharpshooter seafood monster_parts finished common basket fresh monster_parts aquatics reef_serpent seafood finished one few many crafted
